행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
2022년 거리로 나온 예술,자유수호평화박물관,예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,2022-05-22,2022-05-22,13:00,18:00,무료,경기도 동두천시,경기도 동두천시+경기도,031-860-2063,경기도 동두천시의회,0,,,,,,,Y,경기도 동두천시 평화로2910번길 96-63,경기도 동두천시 상봉암동 162-10,37.9425018,127.0660921,2023-12-05,3920000,경기도 동두천시
2022년 거리로 나온 예술,축산물브랜드육타운 야외무대,예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,2022-05-20,2022-05-20,13:00,14:00,무료,경기도 동두천시,경기도 동두천시+경기도,031-860-2063,경기도 동두천시의회,0,,,,,,,Y,경기도 동두천시 평화로 2910번길 30,경기도 동두천시 상봉암동 10,37.9458361,127.0644251,2023-12-05,3920000,경기도 동두천시
2022년 거리로 나온 예술,캠프보산,예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,2022-04-30,2022-04-30,18:00,19:00,무료,경기도 동두천시,경기도 동두천시+경기도,031-860-2063,경기도 동두천시의회,0,,,,,,,Y,,경기도 동두천시 보산동 429-19,37.91656508,127.0563771,2023-12-05,3920000,경기도 동두천시
2021년 송년음악회,시민회관,가수 최진희 등 출연 송년음악회,2021-12-18,2021-12-18,18:00,20:00,무료,동두천음악협회,경기도 동두천시,031-860-2063,경기도 동두천시의회,500,,,,,,,Y,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632,2023-12-05,3920000,경기도 동두천시
국악한마당(국악협회 40주년),시민회관,국악협회 40주년 기념 공연,2021-12-16,2021-12-16,18:00,20:00,무료,동두천국악협회,경기도 동두천시,031-860-2063,경기도 동두천시의회,500,,,,,,,Y,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632,2023-12-05,3920000,경기도 동두천시
제1회 무형문화재 대축제,시민회관,시 무형문화재 단체 연합 공연,2021-12-12,2021-12-12,15:00,18:00,무료,동두천무형문화재연합회,경기도 동두천시,031-860-2105,경기도 동두천시의회,500,,,,,,,Y,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632,2023-12-05,3920000,경기도 동두천시
동두천 생활문화 대축제,시민회관,관내 생활문화 동호회 공연,2021-12-11,2021-12-11,14:00,17:00,무료,경기도 동두천시,경기도 동두천시,031-860-3115,경기도 동두천시의회,500,,,,,,,Y,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632,2023-12-05,3920000,경기도 동두천시
제2회 동두천 두드림가요제,시민회관,시민대상 가요경연대회,2021-12-04,2021-12-04,14:00,17:00,무료,동두천연예협회,경기도 동두천시,031-860-2063,경기도 동두천시의회,500,,,,,,,Y,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632,2023-12-05,3920000,경기도 동두천시
시립예술단 정기공연,시민회관,"농악단, 합창단 정기 공연",2021-11-30,2021-11-30,18:30,20:00,무료,동두천시립예술단,경기도 동두천시,031-860-2103,경기도 동두천시의회,500,,,,,,,Y,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632,2023-12-05,3920000,경기도 동두천시
2021 장애인밴드 소규모 공연,두드림커뮤니티센터 앞 광장,두드림장애인학교 장애인밴드 소규모 공연,2021-11-24,2021-11-24,13:00,15:00,무료,두드림장애인학교,경기도 동두천시,031-860-2063,경기도 동두천시의회,50,,,,,,,N,경기도 동두천시 중앙로 361번길 19,경기도 동두천시 보산동 426-34,37.91400217,127.0568976,2023-12-05,3920000,경기도 동두천시
2023년 4월 도서관 주간,연제도서관,도서관 주간 행사 등,2023-04-12,2023-04-18,09:00,18:00,무료,부산광역시 연제구 평생교육과,부산광역시 연제구 평생교육과,051-665-5511,부산광역시 연제구청,,,,,,http://www.yeonje.go.kr/library/main.do,,Y,부산광역시 연제구 황령산로 612,,35.174196,129.0829683,2023-11-28,3370000,부산광역시 연제구
2023년 연제의 책 선포식,연제도서관,연제의 책 선포식,2023-05-03,2023-05-03,15:00,16:10,무료,부산광역시 연제구 평생교육과,부산광역시 연제구 평생교육과,051-665-5514,부산광역시 연제구청,,,,,,http://www.yeonje.go.kr/library/main.do,,Y,부산광역시 연제구 황령산로 612,,35.174196,129.0829683,2023-11-28,3370000,부산광역시 연제구
2023년 9월 독서의 달,연제도서관,독서의 달 문화행사,2023-09-01,2023-09-30,09:00,18:00,무료,부산광역시 연제구 평생교육과,부산광역시 연제구 평생교육과,051-665-5511,부산광역시 연제구청,,,,,,http://www.yeonje.go.kr/library/main.do,,Y,부산광역시 연제구 황령산로 612,,35.174196,129.0829683,2023-11-28,3370000,부산광역시 연제구
제35회 한국음악학과 정기연주회(기악),연지홀,국악,2023-11-01,2023-11-01,19:30,21:00,무료,전북대학교,전북대학교,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
전북대학교 음악과 교수음악회,명인홀,클래식,2023-11-01,2023-11-01,19:30,21:00,무료,전북대학교 예술대학 음악과,전북대학교 예술대학 음악과,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
CTS 전북방송여성합창단 정기연주회,연지홀,클래식,2023-11-02,2023-11-02,19:30,21:00,무료,예술기획 My stage,예술기획 My stage,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제52회 정기공연 베르디 오페라 리골렛또,모악당,오페라,2023-11-03,2023-11-04,19:00,18:00,유료,사)호남오페라단,사)호남오페라단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
클래식 청년의 삶을 전주하다,연지홀,클래식,2023-11-03,2023-11-03,19:30,21:00,유료,블레씽,블레씽,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
쇼뮤지컬 <러스트>,명인홀,뮤지컬,2023-11-03,2023-11-04,19:30,17:00,유료,전라북도+ 한국소리문화의전당(학)우석학원,전라북도+ 한국소리문화의전당(학)우석학원,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제20회 정기연주회,연지홀,클래식,2023-11-04,2023-11-04,17:00,19:00,무료,클래식스토리,클래식스토리,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제16회 정기연주회,연지홀,클래식,2023-11-05,2023-11-05,15:30,17:00,무료,아마빌레 윈드오케스트라,아마빌레 윈드오케스트라,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
김정훈 호른 독주회,명인홀,클래식,2023-11-05,2023-11-05,18:00,19:30,유료,김정훈,김정훈,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
고성현과 함께하는 도민음악회,모악당,클래식,2023-11-08,2023-11-08,19:00,21:00,무료,사)한국문화예술아카데미,사)한국문화예술아카데미,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제3회 정기연주회,명인홀,클래식,2023-11-09,2023-11-09,18:00,19:00,무료,사랑나무앙상블,사랑나무앙상블,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
전라북도립국악원 창극단 정기공연,연지홀,국악,2023-11-10,2023-11-11,19:30,17:30,무료,전라북도립국악원,전라북도립국악원,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제4회 정기연주회,연지홀,클래식,2023-11-15,2023-11-15,19:30,21:00,무료,오케스트라 판,오케스트라 판,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
??은예인 콘서트,연지홀,국악,2023-11-16,2023-11-16,19:30,21:00,유료,전주시립국악단,전주시립국악단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
목요국악 예술무대,명인홀,국악,2023-11-16,2023-11-16,19:30,19:30,무료,전라북도립국악원,전라북도립국악원,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
Classic Between Jazz,연지홀,클래식,2023-11-17,2023-11-17,19:00,21:00,무료,조이앙상블,조이앙상블,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
2023 Autumn Concert,명인홀,클래식,2023-11-17,2023-11-17,19:30,19:30,무료,J챔버오케스트라,J챔버오케스트라,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
가족뮤지컬 캐치티니핑,모악당,뮤지컬,2023-11-18,2023-11-19,11:00,17:00,유료,전라북도+ 한국소리문화의전당(학)우석학원,전라북도+ 한국소리문화의전당(학)우석학원,,,,,3세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제23회 정기연주회,연지홀,클래식,2023-11-18,2023-11-18,19:30,21:00,무료,베드로남성합창단,베드로남성합창단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
2023 JMA FINALE CONCERT,명인홀,클래식,2023-11-18,2023-11-18,19:30,21:00,무료,전북대학교 산학협력단,전북대학교 산학협력단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제21회 전북교원관현악단 정기연주회,연지홀,클래식,2023-11-19,2023-11-19,19:30,21:00,무료,전북교원관현악단,전북교원관현악단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제4회 정기연주회,명인홀,클래식,2023-11-19,2023-11-19,15:30,17:00,무료,드림 온 오케스트라,드림 온 오케스트라,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
정기연주회,연지홀,클래식,2023-11-22,2023-11-22,19:30,21:00,무료,원광대학교 음악과,원광대학교 음악과,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
2023 전북학생 예능리더 선발대회(우리학교 원PICK),모악당,대중,2023-11-23,2023-11-23,19:30,21:00,무료,주식회사 전주방송,주식회사 전주방송,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제33회 정기연주회,연지홀,클래식,2023-11-23,2023-11-23,19:30,21:00,무료,백희영의 Ebony&Ivory,백희영의 Ebony&Ivory,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
목요국악 예술무대,명인홀,국악,2023-11-23,2023-11-23,19:30,21:00,무료,전라북도립국악원,전라북도립국악원,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
크리스마스 칸타타 2023,모악당,대중,2023-11-24,2023-11-25,19:30,20:00,무료,우리군민신문사,우리군민신문사,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
summer night brass band,연지홀,클래식,2023-11-24,2023-11-24,19:30,21:00,유료,전북관악연구협회,전북관악연구협회,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제16회 정기연주회,연지홀,클래식,2023-11-25,2023-11-25,15:00,16:30,무료,첼리첼로,첼리첼로,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
2023 레드콘 쇼케이스,명인홀,대중,2023-11-25,2023-11-25,18:00,20:00,무료,레드제플린,레드제플린,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제3회 정기연주회,연지홀,클래식,2023-11-26,2023-11-26,18:00,20:30,무료,전북CBS오케스트라,전북CBS오케스트라,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
윤혜진 작곡 발표회,명인홀,클래식,2023-11-26,2023-11-26,19:00,21:00,무료,윤혜진,윤혜진,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
한마음 음악축제,연지홀,클래식,2023-11-30,2023-11-30,19:30,21:00,무료,한울림합창단,한울림합창단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
힐링콘서트,명인홀,대중,2023-11-30,2023-11-30,19:00,21:00,무료,전라북도+ 한국소리문화의전당(학)우석학원,전라북도+ 한국소리문화의전당(학)우석학원,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
전라북도립국악원 무용단 정기공연,모악당,무용,2023-12-01,2023-12-01,19:30,21:00,무료,전라북도립국악원,전라북도립국악원,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제9회 정기연주회,명인홀,클래식,2023-12-01,2023-12-01,19:30,21:00,무료,Fall in Piano,Fall in Piano,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제76회 정기연주회,연지홀,클래식,2023-12-03,2023-12-03,19:00,21:00,무료,글로리아 스트링오케스트라,글로리아 스트링오케스트라,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
2023 전북교육가족 합창페스티벌,모악당,클래식,2023-12-07,2023-12-07,18:00,20:00,무료,전라북도교육청,전라북도교육청,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제3회 전라삼현육각 보존회 정기연주회,명인홀,국악,2023-12-07,2023-12-07,19:30,21:00,무료,전라삼현육각 보존회,전라삼현육각 보존회,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
아트클래식동행,연지홀,무용,2023-12-08,2023-12-08,19:30,21:00,유료,강명선 현대무용단,강명선 현대무용단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
정기연주회,명인홀,클래식,2023-12-08,2023-12-08,19:00,20:30,무료,전주대학교 JJ 스트링 오케스트라,전주대학교 JJ 스트링 오케스트라,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
송년음악회,모악당,국악,2023-12-09,2023-12-09,17:00,18:00,무료,전라북도어린이예술단,전라북도어린이예술단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
정기연주회,연지홀,클래식,2023-12-09,2023-12-09,18:00,19:00,무료,아중중어머니합창단,아중중어머니합창단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
해설이 있는 클래식 음악회,명인홀,클래식,2023-12-09,2023-12-09,19:30,19:00,유료,문화예술창작소 클라비아트,문화예술창작소 클라비아트,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제25회 정기연주회,연지홀,클래식,2023-12-10,2023-12-10,15:00,16:30,무료,베스트 스트링 챔버 오케스트라,베스트 스트링 챔버 오케스트라,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
영아티스트의 송년음악회,명인홀,클래식,2023-12-10,2023-12-10,19:00,20:30,무료,사단법인 클나무,사단법인 클나무,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
소리의 탄생,모악당,국악,2023-12-13,2023-12-13,16:00,20:00,무료,전주문화방송,전주문화방송,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제235회 정기연주회,연지홀,국악,2023-12-13,2023-12-13,19:30,21:00,무료,전주시립국악단,전주시립국악단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
한지원 바이올린 독주회,명인홀,클래식,2023-12-13,2023-12-13,19:30,20:30,무료,한지원,한지원,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
제264회 정기연주회(송년),연지홀,클래식,2023-12-14,2023-12-14,19:30,19:30,무료,전주시립교향악단,전주시립교향악단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
두번째 정기연주회,명인홀,클래식,2023-12-14,2023-12-14,19:00,20:30,무료,앙상블 캄머,앙상블 캄머,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
첼리스트 오국환 독주회,명인홀,클래식,2023-12-15,2023-12-15,19:30,21:00,유료,오국환,오국환,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
브랜든리 심포니 오케스트라,모악당,클래식,2023-12-16,2023-12-16,19:00,21:00,유료,전라북도+ 한국소리문화의전당(학)우석학원,전라북도+ 한국소리문화의전당(학)우석학원,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
소리어스 13th 편지,명인홀,클래식,2023-12-16,2023-12-16,19:30,21:00,유료,소리어스,소리어스,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
영별의 객,명인홀,국악,2023-12-17,2023-12-17,19:30,21:00,무료,국은예에트,국은예에트,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
송년국악큰잔치,모악당,국악,2023-12-20,2023-12-20,19:30,21:00,무료,전라북도립국악원,전라북도립국악원,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
아동그림전시,제1전시실,전시,2023-06-09,2023-06-10,09:00,20:00,무료,박채영,박채영,051-749-7661,,,,,,,http://hcc.haeundae.go.kr,http://hcc.haeundae.go.kr,Y,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1,35.1711677,129.1739716,2023-11-17,3330000,부산광역시 해운대구
제149회 정기연주회,연지홀,클래식,2023-12-20,2023-12-20,19:30,21:00,무료,전주시립합창단,전주시립합창단,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
김다니엘과 함께하는 색소폰 이야기 3,명인홀,클래식,2023-12-20,2023-12-20,19:00,21:00,유료,김이수,김이수,,,,,8세이상가,,,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2023-10-31,6450000,전라북도
